naId,type,score,contributor,scopeAndContentNote,records_type,title,parent_series_title,start_date,end_date,creator,thumbnail,record_group,archive,tags
539915,description,0.037407033,"Iwasaki, Hikaru, 1923-","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. ""Bucking Bronco"" - Woodcarving. War Relocation Authority Granada Project, Amache, Colorado.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539915/opa-renditions/thumbnails/22-0202M.jpg-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
536895,description,0.037407033,"Albers, Clem","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Unpacking in their quarters at this War Relocation Authority center. Rear: Eva (left) and Emiko Yamashita. Front: Mici Yamashita (left), and Taka Sakai. Family groups are kept intact in housing.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/536895/opa-renditions/thumbnails/20-2345M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538098,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538098/opa-renditions/thumbnails/21-1503M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538099,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538099/opa-renditions/thumbnails/21-1504M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538100,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one

of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538100/opa-renditions/thumbnails/21-1505M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538101,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538101/opa-renditions/thumbnails/21-1506M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538102,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538102/opa-renditions/thumbnails/21-1507M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538103,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538103/opa-renditions/thumbnails/21-1508M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538104,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538104/opa-renditions/thumbnails/21-1509M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538105,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538105/opa-renditions/thumbnails/21-1510M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538106,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538106/opa-renditions/thumbnails/21-1511M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538107,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538107/opa-renditions/thumbnails/21-1512M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538108,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538108/opa-renditions/thumbnails/21-1513M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538109,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538109/opa-renditions/thumbnails/21-1514M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538110,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538110/opa-renditions/thumbnails/21-1515M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
538111,description,0.037375674,"Lange, Dorothea, 1895-1965","The full caption for this photograph reads: Manzanar Relocation Center, Manzanar, California. Making camouflage nets for the War Department. This is one of several War and Navy Department projects carried on by persons of Japanese ancestry in relocation centers.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/538111/opa-renditions/thumbnails/21-1516M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
